product_id,sku,product_name,category,subcategory,brand,uom,unit_cost,unit_price,weight_kg,is_discontinued,created_date
160,SKU-CF-00160,Cabin Filter M - BrandA Series-2,CABIN_FILTER,CABIN_M,BrandA,EA,17.25,23.29,0.58,false,2022-07-13
161,SKU-TF-00161,Transmission Filter L - BrandH Series-1,TRANSMISSION_FILTER,TRANSMISSION_L,BrandH,EA,7.0,10.5,0.9,false,2023-04-05
162,SKU-EF-00162,Engine Filter S - BrandF Max,ENGINE_FILTER,ENGINE_S,BrandF,EA,10.73,12.88,1.57,false,2022-06-06
163,SKU-AF-00163,Air Filter L - BrandF Pro,AIR_FILTER,AIR_L,BrandF,EA,8.76,10.51,0.68,false,2023-01-08
164,SKU-TF-00164,Transmission Filter S - BrandA Series-1,TRANSMISSION_FILTER,TRANSMISSION_S,BrandA,EA,15.56,18.67,0.99,false,2022-11-11
165,SKU-CF-00165,Cabin Filter L - BrandA Max,CABIN_FILTER,CABIN_L,BrandA,BOX,11.06,13.27,1.03,false,2023-08-26
166,SKU-TF-00166,Transmission Filter XL - BrandF Series-1,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandF,EA,25.58,30.7,1.19,false,2023-04-24
167,SKU-AF-00167,Air Filter M - BrandB Max,AIR_FILTER,AIR_M,BrandB,BOX,9.9,6.77,1.05,false,2025-07-11
168,SKU-AF-00168,Air Filter XL - BrandG Series-2,AIR_FILTER,AIR_XL,BrandG,EA,6.31,11.36,0.6,false,2022-12-09
169,SKU-FF-00169,Fuel Filter L - BrandA Series-3,FUEL_FILTER,FUEL_L,BrandA,EA,13.36,16.03,1.77,false,2022-04-25
170,SKU-FF-00170,Fuel Filter L - BrandE Pro,FUEL_FILTER,FUEL_L,BrandE,EA,9.77,14.65,1.9,false,2024-12-27
171,SKU-EF-00171,Engine Filter S - BrandH Max,ENGINE_FILTER,ENGINE_S,BrandH,EA,14.83,17.8,1.54,false,2025-03-04
172,SKU-OF-00172,Oil Filter XL - BrandB Series-3,OIL_FILTER,OIL_XL,BrandB,BOX,6.26,9.39,0.5,false,2024-10-14
173,SKU-OF-00173,Oil Filter XL - BrandA Max,OIL_FILTER,OIL_XL,BrandA,EA,7.13,10.7,1.06,false,2024-11-26
174,SKU-OF-00174,Oil Filter L - BrandB Max,OIL_FILTER,OIL_L,BrandB,EA,7.68,10.37,1.12,false,2022-12-08
175,SKU-CF-00175,Cabin Filter S - BrandG Pro,CABIN_FILTER,CABIN_S,BrandG,BOX,7.34,8.81,0.4,false,2022-02-28
176,SKU-AF-00176,Air Filter XL - BrandB Series-3,AIR_FILTER,AIR_XL,BrandB,EA,8.45,10.14,1.15,false,2025-12-06
177,SKU-EF-00177,Engine Filter XL - BrandF Pro,ENGINE_FILTER,ENGINE_XL,BrandF,EA,9.48,12.8,0.64,false,2024-05-12
178,SKU-TF-00178,Transmission Filter XL - BrandD Max,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandD,EA,15.09,20.37,1.87,false,2025-07-18
179,SKU-EF-00179,Engine Filter S - BrandD Series-2,ENGINE_FILTER,ENGINE_S,BrandD,EA,6.0,9.0,0.54,false,2024-08-16
180,SKU-CF-00180,Cabin Filter M - BrandD Series-2,CABIN_FILTER,CABIN_M,BrandD,EA,9.3,12.56,0.39,false,2025-08-19
181,SKU-EF-00181,Engine Filter M - BrandA Pro,ENGINE_FILTER,ENGINE_M,BrandA,EA,14.29,19.29,1.25,false,2025-04-20
182,SKU-OF-00182,Oil Filter L - BrandC Series-2,OIL_FILTER,OIL_L,BrandC,EA,15.11,20.4,0.9,false,2025-01-23
183,SKU-TF-00183,Transmission Filter XL - BrandB Pro,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandB,BOX,20.77,28.04,2.82,false,2022-05-11
184,SKU-OF-00184,Oil Filter XL - BrandH Pro,OIL_FILTER,OIL_XL,BrandH,EA,8.79,11.87,1.19,false,2023-09-29
185,SKU-AF-00185,Air Filter L - BrandA Pro,AIR_FILTER,AIR_L,BrandA,EA,7.29,13.12,0.41,false,2024-01-29
186,SKU-TF-00186,Transmission Filter XL - BrandA Series-2,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandA,EA,18.64,41.01,2.29,false,2022-10-11
187,SKU-OF-00187,Oil Filter L - BrandB Series-2,OIL_FILTER,OIL_L,BrandB,EA,6.9,9.32,0.5,false,2025-01-30
188,SKU-AF-00188,Air Filter M - BrandD Series-2,AIR_FILTER,AIR_M,BrandD,EA,9.01,7.28,1.1,false,2024-05-24
189,,Transmission Filter L - BrandG Series-2,TRANSMISSION_FILTER,TRANSMISSION_L,BrandG,EA,10.43,14.08,1.44,false,2022-02-10
190,SKU-CF-00190,Cabin Filter M - BrandB Series-1,CABIN_FILTER,CABIN_M,BrandB,EA,9.77,13.19,1.0,false,2025-08-15
191,SKU-AF-00191,Air Filter L - BrandE Series-3,AIR_FILTER,AIR_L,BrandE,EA,7.34,13.21,1.1,false,2025-01-05
192,SKU-FF-00192,Fuel Filter XL - BrandA Series-2,FUEL_FILTER,FUEL_XL,BrandA,EA,11.34,13.61,0.45,false,2022-02-03
193,SKU-EF-00193,Engine Filter M - BrandG Pro,ENGINE_FILTER,ENGINE_M,BrandG,BOX,12.18,16.44,0.76,true,2025-06-16
194,SKU-CF-00194,Cabin Filter M - BrandE Max,CABIN_FILTER,CABIN_M,BrandE,EA,14.97,22.46,0.91,false,2024-06-03
195,SKU-CF-00195,Cabin Filter XL - BrandB Series-1,CABIN_FILTER,CABIN_XL,BrandB,BOX,7.8,10.53,0.67,false,2022-05-19
196,SKU-OF-00196,Oil Filter L - BrandB Max,OIL_FILTER,OIL_L,BrandB,EA,12.6,17.01,0.62,false,2022-06-28
197,SKU-TF-00197,Transmission Filter S - BrandF Series-1,TRANSMISSION_FILTER,TRANSMISSION_S,BrandF,EA,13.1,15.72,2.35,false,2025-11-21
198,SKU-AF-00198,Air Filter XL - BrandA Max,AIR_FILTER,AIR_XL,BrandA,EA,8.47,11.43,0.8,false,2023-06-16
199,SKU-FF-00199,Fuel Filter L - BrandD Series-2,FUEL_FILTER,FUEL_L,BrandD,EA,14.26,19.25,0.41,false,2022-05-31
200,SKU-EF-00200,Engine Filter L - BrandD Pro,ENGINE_FILTER,ENGINE_L,BrandD,EA,14.24,19.22,1.83,false,2025-06-18
201,SKU-FF-00201,Fuel Filter M - BrandA Series-2,FUEL_FILTER,FUEL_M,BrandA,EA,13.0,17.55,1.77,false,2022-03-22
202,SKU-OF-00202,Oil Filter L - BrandA Max,OIL_FILTER,OIL_L,BrandA,EA,5.87,7.92,0.45,false,2023-07-01
203,SKU-OF-00203,Oil Filter L - BrandB Pro,FILTER_MISC,OIL_L,BrandB,BOX,11.1,13.32,0.74,false,2024-03-13
204,SKU-AF-00204,Air Filter S - BrandF Series-2,AIR_FILTER,AIR_S,BrandF,EA,7.6,9.12,0.82,false,2025-06-21
205,SKU-CF-00205,Cabin Filter XL - BrandB Series-1,CABIN_FILTER,CABIN_XL,BrandB,EA,12.87,17.37,0.98,false,2022-04-19
206,SKU-AF-00206,Air Filter S - BrandC Series-1,AIR_FILTER,AIR_S,BrandC,EA,11.04,14.9,0.5,false,2024-03-10
207,SKU-OF-00207,Oil Filter S - BrandG Pro,OIL_FILTER,OIL_S,BrandG,EA,10.76,23.67,0.39,false,2025-12-01
208,SKU-CF-00208,Cabin Filter L - BrandC Series-2,CABIN_FILTER,CABIN_L,BrandC,EA,8.67,11.7,0.61,false,2022-08-10
209,SKU-OF-00209,Oil Filter M - BrandE Max,OIL_FILTER,OIL_M,BrandE,EA,"12,50","12,50",1.03,false,2025-09-29
210,SKU-EF-00210,Engine Filter XL - BrandF Series-1,ENGINE_FILTER,ENGINE_XL,BrandF,EA,15.55,20.99,0.91,false,2023-12-11
211,SKU-CF-00211,Cabin Filter S - BrandD Series-1,CABIN_FILTER,CABIN_S,BrandD,EA,11.22,NA,0.83,false,2022-08-04
212,SKU-OF-00212,Oil Filter M - BrandG Series-2,OIL_FILTER,OIL_M,BrandG,EA,6.87,9.27,0.52,false,2022-10-27
213,SKU-FF-00213,Fuel Filter M - BrandA Series-2,FUEL_FILTER,FUEL_M,BrandA,EA,12.64,17.06,1.57,false,2024-11-29
214,SKU-OF-00214,Oil Filter S - BrandB Series-1,OIL_FILTER,OIL_S,BrandB,EA,9.55,12.89,0.94,false,2022-06-17
215,SKU-CF-00215,Cabin Filter S - BrandC Max,CABIN_FILTER,CABIN_S,BrandC,EA,8.02,9.62,0.93,false,2024-11-29
216,SKU-OF-00080,Air Filter S - BrandD Series-1,AIR_FILTER,AIR_S,BrandD,EA,9.51,14.27,0.84,false,2024-08-17
217,SKU-CF-00217,Cabin Filter M - BrandH Series-3,CABIN_FILTER,CABIN_M,BrandH,EA,16.09,19.31,1.2,false,2024-04-17
218,SKU-TF-00218,Transmission Filter M - BrandA Series-3,TRANSMISSION_FILTER,TRANSMISSION_M,BrandA,EA,10.91,19.64,2.1,false,2022-01-12
219,SKU-CF-00219,Cabin Filter M - BrandG Series-1,CABIN_FILTER,CABIN_M,BrandG,EA,11.15,15.05,0.51,true,2024-09-19
220,SKU-CF-00220,Cabin Filter XL - BrandH Pro,CABIN_FILTER,CABIN_XL,BrandH,EA,6.88,12.38,0.45,false,2024-05-04
221,SKU-OF-00221,Oil Filter XL - BrandB Series-1,OIL_FILTER,OIL_XL,BrandB,EA,9.21,16.58,1.04,false,2023-06-06
222,SKU-EF-00222,Engine Filter XL - BrandA Max,ENGINE_FILTER,ENGINE_XL,BrandA,EA,10.37,12.44,1.1,false,2022-09-05
223,SKU-AF-00223,Air Filter L - BrandE Series-3,AIR_FILTER,AIR_L,BrandE,EA,9.17,16.51,0.71,false,2022-05-15
224,SKU-OF-00224,Oil Filter XL - BrandD Series-1,OIL_FILTER,OIL_XL,BrandD,EA,9.51,11.41,0.84,false,2023-07-14
225,SKU-OF-00225,Oil Filter M - BrandF Series-3,OIL_FILTER,OIL_M,BrandF,EA,8.09,10.92,1.02,false,2023-01-25
226,SKU-EF-00226,Engine Filter XL - BrandD Series-1,ENGINE_FILTER,ENGINE_XL,BrandD,EA,12.66,17.09,1.97,false,2022-03-02
227,SKU-OF-00227,Oil Filter XL - BrandA Series-2,OIL_FILTER,OIL_XL,BrandA,EA,9.94,13.42,1.02,false,2023-06-11
228,SKU-TF-00228,Transmission Filter XL - BrandB Series-2,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandB,BOX,16.73,36.81,1.74,false,2022-07-06
229,SKU-OF-00229,Oil Filter XL - BrandE Pro,OIL_FILTER,OIL_XL,BrandE,BOX,9.41,11.29,0.66,true,2025-02-02
230,SKU-AF-00230,Air Filter M - BrandG Series-3,AIR_FILTER,AIR_M,BrandG,EA,12.36,27.19,0.66,false,2023-05-15
231,SKU-CF-00231,Cabin Filter S - BrandH Series-1,CABIN_FILTER,CABIN_S,BrandH,EA,10.07,13.59,1.01,false,2022-06-04
232,SKU-OF-00232,Oil Filter M - BrandE Max,OIL_FILTER,OIL_M,BrandE,BOX,9.03,19.87,0.9,false,2022-06-05
233,SKU-FF-00233,Fuel Filter L - BrandF Pro,FUEL_FILTER,FUEL_L,BrandF,EA,12.4,18.6,0.88,false,2023-02-26
234,SKU-FF-00234,Fuel Filter XL - BrandE Pro,FUEL_FILTER,FUEL_XL,BrandE,EA,14.28,17.14,1.89,false,2023-08-11
235,SKU-OF-00235,Oil Filter L - BrandE Pro,OIL_FILTER,OIL_L,BrandE,EA,8.62,12.93,1.1,false,2023-09-17
236,SKU-AF-00236,Air Filter XL - BrandG Series-2,AIR_FILTER,AIR_XL,BrandG,EA,5.58,7.53,0.5,false,2025-03-30
237,SKU-AF-00237,Air Filter M - BrandB Pro,AIR_FILTER,AIR_M,BrandB,EA,13.29,29.24,0.83,false,2024-12-02
238,SKU-CF-00238,Cabin Filter M - BrandE Series-1,CABIN_FILTER,CABIN_M,BrandE,EA,14.96,20.2,1.1,false,2024-08-03
239,SKU-OF-00239,Oil Filter L - BrandC Series-3,OIL_FILTER,OIL_L,BrandC,EA,8.73,11.79,0.99,false,2025-02-17
240,SKU-EF-00240,Engine Filter L - BrandE Pro,ENGINE_FILTER,ENGINE_L,BrandE,BOX,15.46,27.83,1.26,false,2024-08-09
241,SKU-AF-00241,Air Filter M - BrandD Series-3,AIR_FILTER,AIR_M,BrandD,BOX,12.23,14.68,0.7,true,2025-05-24
242,SKU-EF-00242,Engine Filter M - BrandE Max,ENGINE_FILTER,ENGINE_M,BrandE,BOX,15.6,23.4,1.67,false,2022-10-03
243,SKU-AF-00243,Air Filter L - BrandB Series-2,AIR_FILTER,AIR_L,BrandB,EA,9.55,12.89,0.76,false,2025-07-16
244,SKU-OF-00244,Oil Filter S - BrandA Series-2,OIL_FILTER,OIL_S,BrandA,EA,9.12,13.68,0.93,false,2022-01-15
245,SKU-AF-00245,Air Filter L - BrandD Series-3,AIR_FILTER,AIR_L,BrandD,EA,7.15,8.58,0.97,true,2024-05-27
246,SKU-OF-00246,Oil Filter L - BrandE Max,OIL_FILTER,OIL_L,BrandE,EA,8.01,9.61,1.06,false,2024-06-16
247,SKU-AF-00247,Air Filter L - BrandE Max,AIR_FILTER,AIR_L,BrandE,EA,9.75,11.7,0.84,false,2025-01-10
248,SKU-FF-00248,Fuel Filter M - BrandF Series-3,FUEL_FILTER,FUEL_M,BrandF,EA,18.38,22.06,1.22,false,2022-01-14
249,SKU-OF-00249,Oil Filter S - BrandD Series-3,OIL_FILTER,OIL_S,BrandD,EA,7.63,11.45,0.28,false,2022-02-16
250,SKU-AF-00250,Air Filter XL - BrandA Max,AIR_FILTER,AIR_XL,BrandA,EA,4.92,6.64,0.97,true,2024-04-11
251,SKU-EF-00264,Oil Filter M - BrandD Max,OIL_FILTER,OIL_M,BrandD,BOX,6.17,7.4,1.15,false,2023-09-01
252,SKU-OF-00252,Oil Filter S - BrandE Pro,OIL_FILTER,OIL_S,BrandE,EA,10.92,13.1,1.04,false,2023-12-30
253,SKU-AF-00253,Air Filter M - BrandH Series-2,AIR_FILTER,AIR_M,BrandH,EA,8.93,12.06,0.45,false,2022-01-19
254,SKU-EF-00254,Engine Filter XL - BrandB Series-2,ENGINE_FILTER,ENGINE_XL,BrandB,EA,9.39,12.68,0.87,false,2023-11-21
255,SKU-FF-00255,Fuel Filter M - BrandH Series-3,FUEL_FILTER,FUEL_M,BrandH,EA,10.59,23.3,1.56,false,2023-11-27
256,SKU-CF-00256,Cabin Filter XL - BrandG Series-1,CABIN_FILTER,CABIN_XL,BrandG,BOX,9.76,11.71,0.32,false,2023-04-03
257,SKU-AF-00257,Air Filter M - BrandF Series-1,AIR_FILTER,AIR_M,BrandF,EA,7.93,9.52,0.94,false,2024-09-14
258,SKU-EF-00258,Engine Filter M - BrandH Series-2,ENGINE_FILTER,ENGINE_M,BrandH,EA,8.95,16.11,1.59,false,2023-01-30
259,SKU-TF-00259,Transmission Filter S - BrandF Series-1,TRANSMISSION_FILTER,TRANSMISSION_S,BrandF,EA,13.72,16.46,1.92,false,2025-09-28
260,SKU-EF-00260,Engine Filter L - BrandG Series-1,ENGINE_FILTER,ENGINE_L,BrandG,EA,12.08,14.5,0.43,false,2022-01-12
261,SKU-AF-00261,Air Filter S - BrandE Series-1,AIR_FILTER,AIR_S,BrandE,EA,6.45,7.74,1.09,false,2023-04-09
262,SKU-FF-00262,Fuel Filter XL - BrandC Series-1,FUEL_FILTER,FUEL_XL,BrandC,EA,6.5,9.75,1.7,false,2024-12-11
263,SKU-OF-00263,Oil Filter S - BrandA Series-1,OIL_FILTER,OIL_S,BrandA,BOX,10.29,12.35,0.26,false,2022-04-11
264,SKU-EF-00264,Engine Filter L - BrandC Series-1,ENGINE_FILTER,ENGINE_L,BrandC,EA,12.29,27.04,1.63,false,2022-04-19
265,SKU-EF-00265,Engine Filter M - BrandH Max,ENGINE_FILTER,ENGINE_M,BrandH,EA,10.93,14.76,0.74,false,2025-09-06
266,SKU-AF-00266,Air Filter XL - BrandA Series-2,AIR_FILTER,AIR_XL,BrandA,EA,9.49,11.39,0.24,true,2022-07-02
267,SKU-OF-00267,Oil Filter M - BrandG Series-3,OIL_FILTER,OIL_M,BrandG,EA,8.82,11.91,0.71,true,2025-01-19
268,SKU-EF-00268,Engine Filter L - BrandG Series-1,ENGINE_FILTER,ENGINE_L,BrandG,EA,15.32,18.38,1.9,false,2023-03-26
269,SKU-OF-00269,Oil Filter L - BrandA Pro,OIL_FILTER,OIL_L,BrandA,EA,11.31,13.57,0.75,false,2024-12-16
270,SKU-FF-00270,Fuel Filter S - BrandG Series-2,FUEL_FILTER,FUEL_S,BrandG,BOX,7.55,10.19,0.92,false,2023-06-10
271,SKU-CF-00271,Cabin Filter S - BrandA Max,CABIN_FILTER,CABIN_S,BrandA,EA,8.11,10.95,0.87,false,2023-05-09
272,SKU-TF-00272,Transmission Filter S - BrandG Max,TRANSMISSION_FILTER,TRANSMISSION_S,BrandG,EA,24.4,43.92,1.95,false,2025-11-04
273,SKU-TF-00273,Transmission Filter S - BrandA Pro,TRANSMISSION_FILTER,TRANSMISSION_S,BrandA,EA,14.32,19.33,2.0,false,2022-07-19
274,SKU-EF-00274,Engine Filter XL - BrandB Series-3,ENGINE_FILTER,ENGINE_XL,BrandB,EA,20.94,25.13,1.91,false,2023-08-11
275,SKU-FF-00275,Fuel Filter S - BrandG Pro,FUEL_FILTER,FUEL_S,BrandG,EA,9.37,11.24,1.83,false,2024-02-07
276,SKU-CF-00276,Cabin Filter S - BrandC Series-1,CABIN_FILTER,CABIN_S,BrandC,BOX,7.46,10.07,0.68,false,2025-01-20
277,SKU-AF-00277,Air Filter L - BrandD Pro,AIR_FILTER,AIR_L,BrandD,BOX,5.51,7.44,0.99,false,2022-04-11
278,SKU-CF-00278,Cabin Filter L - BrandB Max,CABIN_FILTER,CABIN_L,BrandB,BOX,7.85,9.42,0.31,false,2024-09-01
279,SKU-EF-00279,Engine Filter M - BrandB Series-3,ENGINE_FILTER,ENGINE_M,BrandB,EA,16.39,NA,0.89,true,2023-08-16
280,SKU-OF-00280,Oil Filter L - BrandF Series-2,OIL_FILTER,OIL_L,BrandF,EA,9.48,11.38,0.5,false,2022-06-12
281,SKU-EF-00281,Engine Filter XL - BrandG Pro,ENGINE_FILTER,ENGINE_XL,BrandG,EA,10.34,12.41,0.88,false,2022-02-16
282,SKU-FF-00282,Fuel Filter S - BrandG Series-3,FUEL_FILTER,FUEL_S,BrandG,EA,12.42,16.77,1.05,false,2022-02-19
283,SKU-OF-00283,Oil Filter M - BrandA Pro,OIL_FILTER,OIL_M,BrandA,EA,8.95,16.11,0.65,false,2023-07-19
284,SKU-CF-00284,Cabin Filter L - BrandB Series-3,CABIN_FILTER,CABIN_L,BrandB,EA,13.99,18.89,0.94,false,2022-08-23
285,SKU-EF-00285,Engine Filter M - BrandD Series-2,ENGINE_FILTER,ENGINE_M,BrandD,EA,11.73,17.59,0.89,false,2022-04-25
286,SKU-AF-00286,Air Filter S - BrandF Pro,AIR_FILTER,AIR_S,BrandF,EA,8.78,15.8,0.79,false,2025-10-11
287,SKU-OF-00287,Oil Filter M - BrandB Pro,OIL_FILTER,OIL_M,BrandB,EA,8.88,10.66,0.44,false,2025-03-18
288,SKU-AF-00288,Air Filter S - BrandG Series-3,AIR_FILTER,AIR_S,BrandG,BOX,9.87,13.32,0.83,false,2025-02-09
289,SKU-EF-00289,Engine Filter L - BrandA Pro,ENGINE_FILTER,ENGINE_L,BrandA,EA,13.83,24.89,0.97,false,2025-08-02
290,SKU-AF-00290,Air Filter M - BrandC Max,AIR_FILTER,AIR_M,BrandC,EA,10.69,12.83,0.25,false,2025-09-06
291,SKU-EF-00291,Engine Filter XL - BrandB Series-3,ENGINE_FILTER,ENGINE_XL,BrandB,EA,14.29,17.15,0.81,false,2023-08-04
292,SKU-CF-00292,Cabin Filter XL - BrandA Series-1,CABIN_FILTER,CABIN_XL,BrandA,EA,9.24,13.86,0.36,false,2024-01-02
293,SKU-EF-00293,Engine Filter M - BrandH Max,ENGINE_FILTER,ENGINE_M,BrandH,EA,16.56,22.36,1.71,false,2022-01-13
294,SKU-EF-00294,Engine Filter M - BrandE Series-2,ENGINE_FILTER,ENGINE_M,BrandE,EA,15.27,22.91,0.74,false,2024-09-18
295,SKU-OF-00295,Oil Filter M - BrandC Pro,OIL_FILTER,OIL_M,BrandC,EA,9.65,14.48,0.96,false,2023-09-25
296,SKU-OF-00296,Oil Filter L - BrandD Max,OIL_FILTER,OIL_L,BrandD,EA,8.16,11.02,0.27,false,2022-11-18
297,SKU-FF-00297,Fuel Filter XL - BrandC Pro,FUEL_FILTER,FUEL_XL,BrandC,EA,13.62,16.34,1.61,false,2022-05-30
298,SKU-AF-00298,Air Filter XL - BrandF Pro,AIR_FILTER,AIR_XL,BrandF,EA,7.22,10.83,1.16,false,2024-11-12
299,SKU-FF-00299,Fuel Filter S - BrandF Max,FUEL_FILTER,FUEL_S,BrandF,EA,8.39,10.07,1.36,false,2022-02-01
300,SKU-FF-00300,Fuel Filter XL - BrandF Max,FILTER_MISC,FUEL_XL,BrandF,BOX,10.63,14.35,1.11,false,2023-10-01
301,SKU-OF-00301,Oil Filter XL - BrandB Series-1,OIL_FILTER,OIL_XL,BrandB,EA,10.3,7.94,0.63,false,2024-12-03
302,SKU-CF-00302,Cabin Filter M - BrandD Max,CABIN_FILTER,CABIN_M,BrandD,EA,10.4,12.48,0.2,false,2025-01-15
303,SKU-CF-00303,Cabin Filter S - BrandE Max,CABIN_FILTER,CABIN_S,BrandE,EA,14.49,19.56,0.83,false,2024-03-20
304,SKU-FF-00304,Fuel Filter M - BrandD Pro,FUEL_FILTER,FUEL_M,BrandD,EA,11.56,13.87,1.46,false,2024-06-19
305,SKU-EF-00305,Engine Filter L - BrandA Max,ENGINE_FILTER,ENGINE_L,BrandA,EA,18.37,24.8,1.71,false,2024-04-09
306,SKU-AF-00306,Air Filter XL - BrandB Series-1,AIR_FILTER,AIR_XL,BrandB,EA,7.97,9.56,1.13,false,2022-09-14
307,SKU-AF-00307,Air Filter XL - BrandC Pro,AIR_FILTER,AIR_XL,BrandC,EA,10.07,15.11,0.38,false,2024-01-09
308,SKU-EF-00308,Engine Filter L - BrandF Series-1,ENGINE_FILTER,ENGINE_L,BrandF,EA,10.4,15.6,1.51,false,2023-07-03
309,SKU-OF-00309,Oil Filter L - BrandG Series-1,OIL_FILTER,OIL_L,BrandG,EA,4.59,6.88,0.28,true,2023-01-31
310,SKU-OF-00310,Oil Filter M - BrandD Pro,OIL_FILTER,OIL_M,BrandD,EA,7.8,14.04,0.69,false,2023-04-02
311,SKU-FF-00311,Fuel Filter L - BrandC Pro,FUEL_FILTER,FUEL_L,BrandC,EA,12.26,16.55,1.96,false,2024-01-30
312,SKU-EF-00312,Engine Filter M - BrandA Max,ENGINE_FILTER,ENGINE_M,BrandA,EA,21.49,29.01,1.76,false,2023-12-29
313,SKU-TF-00313,Transmission Filter L - BrandB Series-1,TRANSMISSION_FILTER,TRANSMISSION_L,BrandB,EA,24.12,28.94,1.93,false,2023-08-13
314,SKU-FF-00314,Fuel Filter XL - BrandA Series-1,FUEL_FILTER,FUEL_XL,BrandA,EA,9.97,11.96,0.48,false,2023-03-21
315,SKU-FF-00315,Fuel Filter M - BrandF Max,FUEL_FILTER,FUEL_M,BrandF,EA,13.62,8.99,0.53,false,2024-06-28
316,SKU-FF-00316,Fuel Filter XL - BrandC Max,FUEL_FILTER,FUEL_XL,BrandC,EA,8.18,9.82,0.46,false,2022-03-15
317,SKU-AF-00317,Air Filter XL - BrandE Max,AIR_FILTER,AIR_XL,BrandE,BOX,12.13,9.49,0.57,false,2024-07-31
318,SKU-AF-00318,Air Filter S - BrandH Series-1,AIR_FILTER,AIR_S,BrandH,EA,10.81,23.78,0.75,false,2025-11-25
319,SKU-EF-00319,Engine Filter L - BrandB Max,ENGINE_FILTER,ENGINE_L,BrandB,EA,14.84,32.65,0.49,false,2024-06-10
320,SKU-OF-00320,Oil Filter L - BrandG Series-2,OIL_FILTER,OIL_L,BrandG,EA,5.07,6.84,1.07,false,2022-02-13
